price,price_per_sqft,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,house_age,years_since_renovation,lot_size_acres,clusters
250000.0,163.3986928104575,3,2.5,1530,2890,2.0,0,3,7,23,23,0.06634527089072544,purple
320000.0,209.1503267973856,3,2.5,1530,2890,2.0,0,3,7,23,23,0.06634527089072544,purple
2532000.0,502.3809523809524,4,4.25,5040,16048,1.0,3,3,10,74,74,0.36841138659320477,light purple
340000.0,134.38735177865613,4,2.25,2530,24700,2.0,0,3,7,50,50,0.5670339761248853,purple
440000.0,435.64356435643566,2,1.5,1010,1968,1.5,0,5,5,118,118,0.045179063360881545,purple
219950.0,183.29166666666663,3,1.0,1200,7727,1.0,0,4,7,65,65,0.17738751147842058,purple
940000.0,345.5882352941176,4,3.0,2720,11740,1.0,0,5,9,67,67,0.2695133149678604,light pink
399950.0,216.1891891891892,4,1.5,1850,6125,1.5,0,3,6,79,79,0.14061065197428835,purple
1568000.0,670.0854700854701,3,2.75,2340,8828,1.0,0,4,9,70,70,0.20266299357208448,dark purple
528000.0,283.8709677419355,4,1.75,1860,9750,1.0,0,3,7,55,55,0.2238292011019284,light pink
545000.0,280.9278350515464,4,1.75,1940,8990,1.0,0,4,8,68,68,0.20638200183654729,light pink
575000.0,342.2619047619048,2,2.0,1680,6194,1.0,0,3,8,20,20,0.14219467401285582,light pink
235000.0,132.7683615819209,4,2.75,1770,10184,1.0,0,3,8,45,45,0.23379247015610652,purple
272000.0,151.95530726256985,3,2.5,1790,6371,2.0,0,3,8,26,26,0.14625803489439854,purple
380000.0,220.93023255813952,4,1.75,1720,9600,1.0,0,4,8,55,55,0.22038567493112948,purple
195000.0,152.34375,3,1.0,1280,6967,1.5,0,3,7,75,75,0.15994031221303948,purple
297000.0,175.7396449704142,3,2.5,1690,4988,2.0,0,3,7,22,22,0.1145087235996327,purple
349000.0,159.36073059360731,4,2.5,2190,7294,2.0,0,3,8,21,21,0.1674471992653811,purple
320000.0,450.7042253521127,2,1.0,710,5200,1.0,2,4,6,82,82,0.11937557392102846,purple
319990.0,169.3068783068783,4,1.5,1890,10707,1.0,0,3,7,62,62,0.24579889807162533,purple
439900.0,311.98581560283685,2,2.0,1410,12282,1.5,0,5,8,115,36,0.28195592286501375,purple
429000.0,194.11764705882356,3,3.25,2210,3600,2.0,0,3,8,29,29,0.08264462809917356,purple
272500.0,176.94805194805195,3,2.0,1540,6250,1.0,0,3,7,26,26,0.14348025711662074,purple
400000.0,296.2962962962963,4,2.0,1350,7255,1.0,0,4,7,65,65,0.16655188246097338,purple
462000.0,334.7826086956522,5,2.0,1380,4300,1.5,0,3,7,108,108,0.09871441689623507,purple
510000.0,573.0337078651686,2,1.0,890,6095,1.0,0,3,7,77,77,0.13992194674012856,purple
550000.0,289.4736842105263,3,2.5,1900,3255,2.0,0,3,8,36,24,0.0747245179063361,light pink
150000.0,120.96774193548389,3,1.0,1240,5200,1.0,0,3,6,55,55,0.11937557392102846,purple
460000.0,265.8959537572254,3,2.5,1730,8490,1.0,0,3,7,55,55,0.19490358126721763,purple
632500.0,302.63157894736844,4,2.5,2090,10306,2.0,0,3,10,38,38,0.23659320477502296,light pink
361000.0,218.7878787878788,3,1.75,1650,11220,1.0,0,4,7,55,55,0.25757575757575757,purple
437000.0,386.72566371681415,3,2.25,1130,1221,2.0,0,3,8,20,20,0.02803030303030303,purple
370000.0,114.19753086419752,6,2.75,3240,5750,1.0,0,4,6,74,74,0.13200183654729108,purple
884250.0,230.2734375,4,2.5,3840,12151,2.0,0,3,10,26,26,0.2789485766758494,light pink
225000.0,187.5,3,1.0,1200,9936,1.0,0,4,6,55,55,0.228099173553719,purple
235000.0,270.11494252873564,2,1.0,870,5000,1.0,0,3,6,75,75,0.1147842056932966,purple
767500.0,318.46473029045643,6,3.5,2410,6000,2.0,4,3,9,108,34,0.13774104683195593,light pink
1200000.0,769.2307692307693,3,1.75,1560,8078,1.5,4,4,6,96,96,0.18544536271808998,dark purple
715000.0,296.6804979253112,3,2.5,2410,46609,2.0,0,3,9,35,35,1.0699954086317722,light pink
417000.0,181.30434782608697,4,2.25,2300,7700,1.0,0,3,7,65,65,0.17676767676767677,purple
199000.0,143.16546762589928,3,1.0,1390,12145,1.0,0,4,7,60,60,0.27881083562901743,purple
875000.0,299.6575342465753,5,2.5,2920,5568,2.0,0,3,8,118,118,0.1278236914600551,light pink
545000.0,397.81021897810217,4,1.5,1370,3708,1.5,0,3,7,98,98,0.08512396694214876,light pink
192500.0,202.6315789473684,2,1.0,950,7692,1.0,0,3,6,98,98,0.1765840220385675,purple
822500.0,266.1812297734628,3,2.5,3090,7708,2.0,0,3,10,25,25,0.17695133149678605,light pink
800000.0,334.72803347280336,4,2.5,2390,10000,1.0,0,3,9,49,49,0.2295684113865932,light pink
1250000.0,603.864734299517,3,2.5,2070,4944,2.0,0,3,9,94,94,0.11349862258953168,dark purple
3850000.0,667.2443674176776,4,4.25,5770,21300,2.0,4,4,11,44,44,0.4889807162534435,light purple
295000.0,202.05479452054797,3,2.5,1460,7936,2.0,0,3,7,29,29,0.18218549127640038,purple
419000.0,277.4834437086093,2,1.75,1510,4980,1.0,0,3,8,18,18,0.11432506887052342,purple
1195000.0,230.6949806949807,5,3.25,5180,19606,1.0,0,3,11,31,31,0.45009182736455466,dark purple
750000.0,218.6588921282799,4,2.75,3430,13907,2.0,0,3,11,29,29,0.31926078971533517,light pink
502000.0,295.29411764705884,4,1.5,1700,8400,1.0,0,3,7,71,71,0.1928374655647383,purple
1025000.0,388.25757575757575,3,1.75,2640,8000,1.0,3,4,9,64,64,0.18365472910927455,dark purple
398500.0,332.0833333333333,3,1.0,1200,15960,1.5,0,3,6,79,79,0.36639118457300274,purple
700000.0,378.3783783783784,2,1.5,1850,4945,1.5,2,4,7,117,55,0.11352157943067034,light pink
248000.0,164.23841059602648,5,1.5,1510,9078,1.0,0,4,7,65,65,0.20840220385674932,purple
800000.0,375.5868544600939,4,2.0,2130,2800,1.0,0,5,7,102,102,0.0642791551882461,light pink
383000.0,145.07575757575756,4,2.5,2640,8055,2.0,0,3,9,20,20,0.18491735537190082,purple
688000.0,229.33333333333331,4,3.0,3000,4000,1.5,3,3,8,111,10,0.09182736455463728,light pink
521000.0,278.6096256684492,3,2.0,1870,5455,1.0,0,5,7,98,98,0.1252295684113866,light pink
365000.0,368.6868686868687,2,1.0,990,9223,1.0,0,3,7,75,75,0.21173094582185492,purple
491000.0,244.88778054862843,3,2.0,2005,7000,1.0,0,3,7,44,44,0.16069788797061524,purple
643000.0,316.7487684729064,3,2.75,2030,7700,1.0,0,5,8,59,59,0.17676767676767677,light pink
279000.0,186.0,3,2.5,1500,7350,1.0,0,2,7,45,45,0.16873278236914602,purple
583500.0,381.3725490196079,4,1.0,1530,3900,1.5,0,4,7,116,116,0.08953168044077135,light pink
310000.0,155.7788944723618,3,2.5,1990,3600,2.0,0,3,7,20,20,0.08264462809917356,purple
310000.0,218.3098591549296,3,1.75,1420,7650,1.0,0,4,7,40,40,0.1756198347107438,purple
280000.0,200.0,3,1.0,1400,13975,1.0,0,4,6,68,68,0.320821854912764,purple
272000.0,145.45454545454547,4,2.5,1870,5692,2.0,0,3,7,20,20,0.13067033976124887,purple
870000.0,286.1842105263158,4,3.0,3040,36246,1.5,0,3,9,101,10,0.8320936639118457,light pink
307000.0,171.50837988826817,3,2.0,1790,7259,1.0,0,3,7,44,44,0.166643709825528,purple
490000.0,308.17610062893084,2,1.5,1590,4500,1.0,0,4,7,78,78,0.10330578512396695,purple
399950.0,195.09756097560972,3,2.0,2050,9396,1.0,0,5,7,64,64,0.21570247933884298,purple
1635000.0,387.4407582938389,5,3.5,4220,26784,1.0,0,3,10,66,18,0.6148760330578512,dark purple
989000.0,245.40942928039703,5,4.5,4030,13474,2.0,0,3,11,24,24,0.3093204775022957,light pink
264950.0,149.68926553672316,4,1.75,1770,9011,1.0,0,5,7,41,41,0.20686409550045914,purple
491500.0,234.04761904761904,4,2.75,2100,7236,1.0,0,3,8,45,45,0.16611570247933885,purple
345000.0,162.73584905660377,3,2.25,2120,15003,2.0,0,3,7,40,40,0.34442148760330576,purple
339900.0,130.73076923076923,4,1.75,2600,18042,1.0,0,4,8,55,55,0.41418732782369144,purple
852000.0,355.0,3,3.0,2400,4000,2.0,0,3,7,119,119,0.09182736455463728,light pink
585000.0,183.96226415094335,5,3.5,3180,40946,1.0,3,3,7,56,56,0.9399908172635445,light pink
723000.0,259.13978494623655,4,2.0,2790,8793,1.0,0,4,8,47,47,0.20185950413223142,light pink
594000.0,285.5769230769231,3,2.25,2080,70567,2.0,0,3,8,34,34,1.6199954086317723,light pink
405000.0,295.6204379562044,2,1.5,1370,4102,2.0,0,4,7,37,37,0.09416896235078054,purple
725500.0,260.0358422939068,4,2.5,2790,74495,2.0,0,3,9,27,27,1.710169880624426,light pink
800000.0,459.7701149425287,2,1.0,1740,5719,1.0,0,3,8,69,69,0.13129017447199265,light pink
1325000.0,207.03125,3,3.75,6400,76665,1.0,2,4,10,58,58,1.7599862258953167,dark purple
180500.0,100.27777777777776,3,2.5,1800,8518,2.0,0,3,7,28,28,0.1955463728191001,purple
325000.0,180.55555555555557,3,2.5,1800,8518,2.0,0,3,7,28,28,0.1955463728191001,purple
235000.0,197.47899159663865,3,1.75,1190,7280,1.0,0,4,7,56,56,0.16712580348943984,purple
330000.0,383.72093023255815,2,1.0,860,8308,1.0,0,4,7,76,76,0.19072543617998164,purple
678500.0,275.8130081300813,3,2.0,2460,6600,1.0,2,4,8,72,72,0.15151515151515152,light pink
463000.0,233.83838383838383,4,2.5,1980,6660,2.0,0,4,7,50,50,0.15289256198347106,purple
250000.0,373.13432835820896,2,1.0,670,4640,1.0,0,3,6,81,81,0.10651974288337925,purple
655000.0,464.5390070921986,3,2.0,1410,4800,1.5,0,4,8,97,97,0.11019283746556474,light pink
239900.0,128.9784946236559,4,2.25,1860,7000,1.0,0,3,8,45,45,0.16069788797061524,purple
185000.0,188.77551020408163,3,1.0,980,9135,1.0,0,3,7,69,69,0.2097107438016529,purple
1735000.0,570.7236842105264,4,2.25,3040,5000,2.0,3,4,9,98,98,0.1147842056932966,dark purple
251700.0,139.060773480663,3,2.25,1810,11800,1.0,0,3,7,47,47,0.27089072543618,purple
400000.0,256.4102564102564,4,2.0,1560,8250,1.0,0,3,8,60,60,0.1893939393939394,purple
735000.0,350.0,4,1.75,2100,7960,1.0,0,3,8,69,69,0.1827364554637282,light pink
1700000.0,680.0,5,2.0,2500,15250,2.0,4,5,8,82,82,0.35009182736455463,dark purple
82500.0,158.65384615384616,2,1.0,520,22334,1.0,0,2,5,73,73,0.5127180899908172,purple
765000.0,254.15282392026575,4,4.0,3010,7221,2.0,0,3,10,20,20,0.16577134986225894,light pink
292500.0,136.6822429906542,4,1.75,2140,8162,1.0,0,3,7,56,56,0.1873737373737374,purple
270000.0,112.97071129707112,3,2.25,2390,7000,1.0,0,4,7,54,54,0.16069788797061524,purple
415000.0,274.8344370860927,2,1.0,1510,6807,1.0,0,3,7,85,85,0.156267217630854,purple
950000.0,429.86425339366514,4,1.75,2210,19025,1.0,0,4,7,72,72,0.4367539026629936,light pink
353000.0,162.67281105990784,3,2.75,2170,8396,2.0,0,3,7,29,29,0.19274563820018364,purple
670950.0,374.8324022346369,3,2.5,1790,2375,3.0,0,3,8,17,17,0.054522497704315886,light pink
280950.0,202.12230215827336,3,1.75,1390,8700,1.0,3,4,7,112,112,0.19972451790633608,purple
585000.0,316.2162162162162,3,1.75,1850,7735,1.0,0,4,8,41,41,0.17757116620752986,light pink
525000.0,354.72972972972974,2,1.5,1480,43645,1.0,0,3,8,50,18,1.001951331496786,light pink
605000.0,327.02702702702703,3,1.75,1850,8823,1.0,0,4,8,51,51,0.20254820936639117,light pink
1010000.0,301.4925373134328,4,3.5,3350,3752,2.0,0,3,9,17,17,0.08613406795224977,light pink
245990.0,236.52884615384616,3,1.0,1040,8410,1.0,0,3,7,82,10,0.19306703397612487,purple
535000.0,190.3914590747331,4,2.25,2810,12607,2.0,0,3,10,39,39,0.28941689623507805,light pink
410000.0,405.940594059406,1,1.5,1010,5750,1.0,0,3,7,113,76,0.13200183654729108,purple
550000.0,244.44444444444449,3,2.5,2250,7752,2.0,0,4,8,36,36,0.17796143250688706,light pink
665000.0,369.44444444444446,3,1.75,1800,8000,1.0,0,3,8,52,52,0.18365472910927455,light pink
455000.0,189.58333333333331,3,1.0,2400,17239,1.0,0,4,7,84,84,0.39575298438934803,purple
440000.0,247.19101123595505,4,1.0,1780,4000,1.5,0,3,7,102,102,0.09182736455463728,purple
332000.0,156.60377358490567,3,2.25,2120,14915,1.0,0,3,9,45,45,0.3424012855831038,purple
280000.0,150.53763440860214,3,2.5,1860,6607,2.0,0,3,7,35,35,0.15167584940312212,purple
570000.0,390.4109589041096,3,3.5,1460,1021,2.0,0,3,8,18,18,0.023438934802571167,light pink
250000.0,203.2520325203252,3,1.0,1230,10350,1.0,0,4,7,67,67,0.23760330578512398,purple
238000.0,218.75,2,1.0,1088,8453,1.0,0,3,6,72,15,0.19405417814508724,purple
265000.0,331.25,3,1.0,800,5760,1.0,0,3,6,75,75,0.1322314049586777,purple
306000.0,257.1428571428572,3,1.0,1190,10350,1.0,0,4,7,65,65,0.23760330578512398,purple
345000.0,177.83505154639175,5,2.75,1940,4182,1.0,0,3,7,22,22,0.09600550964187328,purple
765000.0,231.8181818181818,4,2.5,3300,10764,1.0,0,4,9,53,53,0.24710743801652893,light pink
346300.0,133.7065637065637,4,2.5,2590,11018,2.0,0,3,8,26,26,0.2529384756657484,purple
342500.0,164.66346153846155,3,2.0,2080,11375,1.0,0,3,8,22,22,0.26113406795224975,purple
501000.0,186.9402985074627,4,2.25,2680,5439,2.0,0,3,7,24,24,0.12486225895316805,purple
270000.0,161.67664670658684,3,2.5,1670,8364,1.0,0,4,7,34,34,0.19201101928374656,purple
638000.0,348.6338797814208,3,1.0,1830,4400,1.5,0,4,8,94,94,0.10101010101010101,light pink
460000.0,328.57142857142856,3,1.75,1400,2003,1.0,0,4,8,116,18,0.04598255280073462,purple
760000.0,274.3682310469314,4,1.75,2770,8521,1.0,0,4,7,71,71,0.19561524334251607,light pink
1085000.0,298.8980716253444,3,2.5,3630,11019,1.0,0,4,9,52,52,0.2529614325068871,dark purple
234000.0,225.0,3,1.0,1040,8128,1.0,0,3,6,41,41,0.18659320477502295,purple
1650000.0,613.3828996282527,3,2.75,2690,8890,2.0,4,4,10,49,33,0.20408631772268135,dark purple
488000.0,241.5841584158416,5,2.0,2020,5000,1.5,0,4,7,86,86,0.1147842056932966,purple
1550000.0,632.6530612244898,5,2.5,2450,20805,2.0,0,4,9,61,61,0.4776170798898072,dark purple
499000.0,245.8128078817734,4,3.0,2030,12675,2.0,0,3,7,42,42,0.29097796143250687,purple
150000.0,103.44827586206895,3,1.0,1450,6776,1.0,0,3,7,72,72,0.15555555555555556,purple
333000.0,138.75,4,2.5,2400,7270,2.0,0,3,8,31,31,0.16689623507805326,purple
700000.0,243.90243902439025,4,2.75,2870,8625,1.0,1,4,8,65,65,0.19800275482093663,light pink
275000.0,205.22388059701493,4,1.0,1340,22500,1.5,0,3,7,98,98,0.5165289256198347,purple
330000.0,196.42857142857144,3,2.5,1680,11312,1.0,0,3,7,65,65,0.25968778696051426,purple
360000.0,194.59459459459455,4,2.0,1850,8827,1.0,0,3,7,55,55,0.20264003673094583,purple
467000.0,382.78688524590166,3,1.0,1220,8040,1.5,0,3,7,59,59,0.18457300275482094,purple
568000.0,244.8275862068965,3,2.5,2320,57063,1.0,0,4,9,45,45,1.3099862258953168,light pink
605000.0,187.888198757764,5,2.25,3220,9603,2.0,0,3,8,52,52,0.22045454545454546,light pink
750000.0,235.10971786833852,4,2.75,3190,9023,2.0,0,3,9,19,19,0.20713957759412305,light pink
760000.0,215.2974504249292,3,2.75,3530,69834,2.0,0,3,10,30,30,1.603168044077135,light pink
265000.0,129.26829268292684,3,1.75,2050,10519,1.0,0,3,7,45,45,0.2414830119375574,purple
490000.0,284.8837209302326,3,1.75,1720,12540,1.0,0,4,7,68,68,0.2878787878787879,purple
360000.0,126.3157894736842,4,2.5,2850,4650,2.0,0,3,8,20,20,0.10674931129476584,purple
311750.0,137.33480176211455,4,2.25,2270,12000,1.0,0,4,7,48,48,0.27548209366391185,purple
399000.0,212.2340425531915,3,2.25,1880,12473,1.0,0,3,8,66,66,0.2863406795224977,purple
347000.0,125.27075812274369,4,2.5,2770,9751,2.0,0,3,8,35,35,0.22385215794306704,purple
1680000.0,374.1648106904232,4,3.75,4490,34982,2.0,0,3,12,26,26,0.8030762167125803,dark purple
585000.0,188.10289389067523,4,2.5,3110,6479,2.0,0,3,9,19,19,0.14873737373737372,light pink
340000.0,144.0677966101695,4,2.5,2360,7475,2.0,0,3,8,32,32,0.1716023875114784,purple
612000.0,280.73394495412845,3,2.5,2180,5496,2.0,0,3,8,30,30,0.12617079889807162,light pink
230000.0,120.41884816753928,2,1.75,1910,3376,2.0,0,3,8,44,44,0.07750229568411386,purple
604000.0,267.2566371681416,4,2.5,2260,7753,2.0,0,3,9,35,35,0.1779843893480257,light pink
250000.0,141.24293785310735,3,1.75,1770,8868,1.0,0,4,7,65,65,0.20358126721763084,purple
258500.0,177.05479452054794,3,2.0,1460,7930,1.0,0,3,7,35,35,0.1820477502295684,purple
783000.0,376.4423076923077,4,2.75,2080,5000,1.0,0,5,8,84,84,0.1147842056932966,light pink
1050000.0,354.72972972972974,5,2.25,2960,7680,1.0,2,5,8,66,66,0.1763085399449036,dark purple
760000.0,236.0248447204969,4,2.5,3220,4031,2.0,0,3,9,22,22,0.09253902662993573,light pink
276000.0,242.10526315789477,3,1.0,1140,5000,1.0,0,3,7,64,64,0.1147842056932966,purple
550000.0,331.32530120481925,4,2.0,1660,12377,1.0,0,3,8,58,58,0.2841368227731864,light pink
398000.0,278.32167832167835,4,1.0,1430,6240,1.5,0,5,7,71,71,0.14325068870523416,purple
775000.0,425.8241758241758,3,3.0,1820,4300,1.5,0,4,8,110,41,0.09871441689623507,light pink
1027500.0,290.2542372881356,4,3.0,3540,10202,2.0,0,3,8,36,36,0.23420569329660237,dark purple
327000.0,201.85185185185185,4,1.0,1620,6000,1.5,0,5,7,119,119,0.13774104683195593,purple
564500.0,182.0967741935484,4,2.75,3100,14568,2.0,0,3,8,29,29,0.334435261707989,light pink
782000.0,521.3333333333334,4,1.75,1500,6820,1.5,0,5,7,119,119,0.15656565656565657,light pink
398000.0,141.13475177304966,4,2.5,2820,5510,2.0,0,3,9,19,19,0.12649219467401285,purple
257000.0,138.9189189189189,3,1.75,1850,10920,1.5,0,3,6,109,109,0.25068870523415976,purple
235000.0,149.6815286624204,4,2.0,1570,9415,2.0,0,4,7,40,40,0.2161386593204775,purple
453000.0,196.95652173913044,4,2.75,2300,37533,1.0,3,5,8,45,45,0.8616391184573002,purple
535000.0,581.5217391304348,2,1.0,920,9000,1.0,0,1,6,70,70,0.2066115702479339,light pink
275000.0,171.875,3,2.5,1600,7000,2.0,0,4,8,31,31,0.16069788797061524,purple
665000.0,252.851711026616,3,2.5,2630,10047,2.0,0,3,9,28,28,0.2306473829201102,light pink
670000.0,221.8543046357616,4,2.75,3020,13530,1.0,0,4,8,47,47,0.3106060606060606,light pink
465000.0,312.08053691275165,3,1.75,1490,10757,1.0,0,3,7,58,58,0.2469467401285583,purple
210000.0,181.0344827586207,3,1.5,1160,5200,1.0,0,5,7,54,54,0.11937557392102846,purple
265000.0,129.90196078431373,4,2.5,2040,4443,2.0,0,3,8,23,23,0.10199724517906336,purple
426000.0,274.83870967741933,2,2.5,1550,2657,2.0,0,4,8,37,37,0.060996326905417814,purple
529219.0,265.9391959798995,4,2.25,1990,7610,1.0,0,4,8,58,58,0.17470156106519744,light pink
600000.0,315.7894736842105,3,2.25,1900,46609,1.5,0,4,7,55,55,1.0699954086317722,light pink
875000.0,227.86458333333331,5,3.5,3840,8279,2.0,0,3,9,23,23,0.1900596877869605,light pink
608000.0,253.33333333333331,4,3.0,2400,7680,1.0,0,3,7,68,68,0.1763085399449036,light pink
220000.0,132.53012048192772,3,1.0,1660,21514,1.0,0,4,7,51,51,0.4938934802571166,purple
1760000.0,290.6688687035508,4,5.0,6055,21630,1.0,3,4,12,28,28,0.4965564738292011,dark purple
295450.0,145.54187192118226,3,2.0,2030,17120,1.0,2,4,8,58,58,0.39302112029384756,purple
315000.0,375.0,2,1.0,840,5087,1.0,0,3,7,99,99,0.11678145087235996,purple
205000.0,141.3793103448276,4,2.0,1450,8175,1.0,0,4,7,57,57,0.18767217630853994,purple
310000.0,212.3287671232877,3,1.5,1460,9908,1.0,0,3,7,72,72,0.22745638200183654,purple
1000000.0,497.5124378109453,5,1.0,2010,5210,1.5,0,3,9,97,97,0.11960514233241507,light pink
525000.0,180.41237113402065,4,2.5,2910,7631,2.0,2,3,9,18,18,0.17518365472910927,light pink
284000.0,151.06382978723406,4,1.75,1880,8800,1.0,0,3,7,64,64,0.20202020202020202,purple
510000.0,235.0230414746544,3,1.75,2170,26460,1.0,0,3,8,38,38,0.6074380165289256,purple
405000.0,321.42857142857144,2,1.0,1260,4377,1.0,0,4,7,77,77,0.10048209366391185,purple
509950.0,258.8578680203046,3,2.5,1970,9153,2.0,0,3,8,17,17,0.21012396694214877,purple
600000.0,287.08133971291863,4,2.25,2090,45738,2.0,0,3,8,37,37,1.05,light pink
990000.0,286.95652173913044,4,3.75,3450,4940,2.0,0,3,10,18,18,0.11340679522497704,light pink
280005.0,247.7920353982301,3,1.5,1130,7200,1.0,0,3,7,70,70,0.1652892561983471,purple
700000.0,269.2307692307692,3,1.75,2600,7668,1.0,0,4,8,56,56,0.17603305785123968,light pink
330000.0,320.3883495145631,3,1.0,1030,7620,1.0,0,3,7,71,71,0.174931129476584,purple
340000.0,200.0,2,1.0,1700,6718,1.0,2,3,7,68,68,0.1542240587695133,purple
468000.0,316.2162162162162,2,2.5,1480,2167,2.0,0,3,8,17,17,0.04974747474747475,purple
1339000.0,315.05882352941177,4,2.5,4250,19387,2.0,2,4,9,52,52,0.44506427915518826,dark purple
515000.0,321.875,3,1.75,1600,20873,1.0,0,3,8,69,69,0.479178145087236,purple
245000.0,131.01604278074868,4,2.0,1870,8750,1.0,2,3,7,47,47,0.20087235996326905,purple
265000.0,184.02777777777777,3,2.5,1440,7741,1.0,0,4,7,41,41,0.1777089072543618,purple
372400.0,136.91176470588235,3,2.5,2720,11937,2.0,0,3,9,34,34,0.2740358126721763,purple
390000.0,314.51612903225805,3,1.5,1240,8410,1.0,0,5,6,76,76,0.19306703397612487,purple
208000.0,203.92156862745097,3,1.0,1020,6120,1.0,0,4,7,57,57,0.14049586776859505,purple
273000.0,231.35593220338984,2,0.5,1180,7750,1.0,0,4,6,79,79,0.17791551882460974,purple
455000.0,147.72727272727272,5,3.5,3080,7759,2.0,0,3,8,21,21,0.17812213039485766,purple
270000.0,154.28571428571428,4,2.5,1750,6397,2.0,0,3,7,36,36,0.14685491276400367,purple
618000.0,244.2687747035573,4,2.25,2530,8736,1.0,0,4,7,66,66,0.20055096418732782,light pink
213550.0,135.15822784810126,3,2.5,1580,8541,2.0,0,3,7,34,34,0.19607438016528925,purple
210000.0,89.74358974358974,5,1.75,2340,9148,2.0,0,3,7,67,67,0.21000918273645547,purple
2750000.0,436.5079365079365,5,4.0,6300,16065,2.0,1,3,12,20,20,0.368801652892562,light purple
403500.0,168.125,4,2.75,2400,3844,1.0,0,5,7,50,50,0.08824609733700643,purple
235000.0,180.7692307692308,3,1.5,1300,7600,1.0,0,4,7,61,61,0.17447199265381083,purple
287500.0,163.35227272727272,3,2.0,1760,7147,1.0,0,4,6,88,88,0.16407254361799817,purple
546800.0,359.7368421052632,4,1.5,1520,5910,1.0,0,3,7,78,78,0.1356749311294766,light pink
183000.0,171.02803738317758,3,1.75,1070,8100,1.0,0,4,6,67,67,0.1859504132231405,purple
560000.0,218.75,3,2.0,2560,216777,1.0,0,3,8,38,38,4.976515151515152,light pink
299500.0,233.984375,3,1.0,1280,6726,1.0,0,3,6,66,66,0.1544077134986226,purple
610000.0,367.4698795180723,4,2.25,1660,7350,1.0,0,3,8,59,10,0.16873278236914602,light pink
288350.0,155.0268817204301,3,1.5,1860,7963,1.0,0,3,7,61,61,0.18280532598714416,purple
500000.0,526.3157894736842,2,1.0,950,4500,1.0,2,3,7,98,98,0.10330578512396695,purple
625000.0,292.05607476635515,4,2.75,2140,4000,1.0,0,3,7,73,73,0.09182736455463728,light pink
418000.0,282.43243243243245,2,1.5,1480,1349,2.0,0,3,7,17,17,0.030968778696051424,purple
660000.0,292.0353982300885,3,3.0,2260,1825,2.0,0,3,8,22,22,0.04189623507805326,light pink
775000.0,336.95652173913044,4,2.5,2300,6158,2.0,0,3,9,25,25,0.14136822773186408,light pink
429500.0,260.3030303030303,3,2.75,1650,7272,1.0,0,4,7,52,52,0.1669421487603306,purple
569000.0,285.92964824120605,3,2.0,1990,3000,1.5,0,3,7,116,54,0.06887052341597796,light pink
250000.0,127.55102040816328,4,2.0,1960,7560,1.0,0,5,7,46,46,0.17355371900826447,purple
225000.0,171.75572519083968,3,1.5,1310,10491,1.0,0,4,7,55,55,0.24084022038567493,purple
530000.0,216.3265306122449,4,2.75,2450,15002,1.0,0,5,9,50,50,0.34439853076216714,light pink
306000.0,336.2637362637363,3,1.0,910,8658,1.0,0,3,7,69,69,0.1987603305785124,purple
517100.0,327.27848101265823,3,1.75,1580,9719,1.0,0,5,7,62,62,0.22311753902662992,purple
354950.0,199.41011235955057,3,1.75,1780,9689,1.0,0,3,7,48,48,0.22242883379247017,purple
348000.0,334.61538461538464,3,1.5,1040,1824,1.0,0,3,6,99,99,0.0418732782369146,purple
522250.0,223.18376068376068,4,2.5,2340,41600,1.0,0,3,8,47,47,0.9550045913682277,light pink
275000.0,159.88372093023256,3,2.5,1720,8755,1.0,0,3,8,41,41,0.20098714416896235,purple
390000.0,243.75,3,1.5,1600,10440,1.0,0,3,7,70,70,0.2396694214876033,purple
260000.0,196.96969696969697,3,1.5,1320,9750,1.0,0,3,7,70,70,0.2238292011019284,purple
585000.0,248.93617021276597,5,2.75,2350,4178,1.5,0,3,8,102,9,0.09591368227731864,light pink
605000.0,220.8029197080292,5,2.75,2740,5616,1.5,0,5,7,99,99,0.12892561983471074,light pink
342000.0,148.69565217391303,4,2.5,2300,6448,2.0,0,3,8,23,23,0.1480257116620753,purple
900000.0,206.89655172413796,5,3.0,4350,37169,2.0,0,3,10,52,52,0.8532828282828283,light pink
252000.0,176.2237762237762,3,1.75,1430,7700,1.0,0,4,7,43,43,0.17676767676767677,purple
357000.0,148.75,3,1.75,2400,14012,1.0,0,3,9,53,53,0.3216712580348944,purple
370000.0,393.6170212765957,3,1.0,940,7910,1.0,0,4,6,65,65,0.18158861340679522,purple
322500.0,316.1764705882353,3,1.0,1020,13504,1.0,0,5,7,65,65,0.31000918273645545,purple
210000.0,125.0,2,2.0,1680,5756,2.0,0,4,7,114,114,0.13213957759412304,purple
290000.0,216.4179104477612,2,1.0,1340,9840,1.0,0,3,7,75,75,0.22589531680440772,purple
860000.0,217.1717171717172,4,3.25,3960,7012,2.0,0,3,10,19,19,0.16097337006427914,light pink
302000.0,113.9622641509434,6,2.0,2650,4621,1.5,0,3,8,113,113,0.10608356290174473,purple
369160.0,174.1320754716981,4,2.25,2120,9680,2.0,2,4,8,59,59,0.2222222222222222,purple
1185000.0,415.7894736842105,4,2.75,2850,3000,2.5,0,3,9,21,21,0.06887052341597796,dark purple
993000.0,348.42105263157896,4,2.0,2850,14810,2.0,0,5,8,70,70,0.3399908172635445,light pink
